Title,Word,Meaning,Source,Niqqud,Here is a list of words with their translations. Return just a list of Hebrew words with vowels/niqqud. Do not include the English translation
Questions,ממי?,from who?,Primary,מִמִּי?,
Questions,בשביל מה?,what for?,Primary,בִּשְׁבִּיל מָה?,
Questions,לשאול,to ask,Primary,לִשְׁאוֹל,
Questions,לענות,"to answer, to reply",Primary,לַעֲנוֹת,
Questions,תשובה,answer,Secondary,תְּשׁוּבָה,
Questions,שאלה,question,Secondary,שְׁאֵלָה,
Questions,את מי,whom,Secondary,אֵת מִי,
Questions,אילו,which (pl.),Secondary,אֵילּוּ,
Determiner,הזה,this (m),Secondary,הַזֶּה,
Determiner,האלו,these,Secondary,הָאֵלּוּ,
Determiner,כולן,all of them,Secondary,כּוּלָּן,
Determiner,אף אחד,nobody,Secondary,אַף אֶחָד,
Determiner,הזאת,this (f),Secondary,הַזֹּאת,
Determiner,אלה,these,Secondary,אֵלֶּה,
Determiner,כל,all,Secondary,כֹּל,
Determiner,כזה,like this,Secondary,כָּזֶה,
Determiner,אלו,these,Secondary,אֵלּוּ,
Determiner,כולם,everyone,Secondary,כּוּלָּם,
Determiner,שום,any,Secondary,שׁוּם,
Determiner,שום דבר,nothing,Secondary,שׁוּם דָּבָר,
Determiner,שום דבר מלבד,nothing but,Secondary,שׁוּם דָּבָר מִלְּבַד,
Determiner,אחר,other,Secondary,אַחֵר,
Determiner,משהו,something,Secondary,מַשֶּׁהוּ,
Determiner,שניהם,both,Secondary,שְׁנֵיהֶם,
Determiner,מישהו,someone,Secondary,מִי שֶׁהוּא,
Determiner,הכל,everything,Secondary,הַכֹּל,
Determiner,אותו ה-,the same,Secondary,אוֹתוֹ ה־,
Determiner,ככה,"so, thus",Secondary,כָּכָה,
Occupations,תלמיד,student,Primary,תַּלְמִיד,
Occupations,רופא,doctor,Primary,רוֹפֵא,
Occupations,עבודה,work,Primary,עֲבוֹדָה,
Occupations,סופר,author,Primary,סוֹפֵר,
Occupations,מקצוע,profession,Primary,מִקְצוֹעַ,
Occupations,דוגמן,model,Primary,דוּגְמָן,
Occupations,במאי,director,Primary,בַּמָּאִי,
Occupations,קריירה,career,Primary,קַרְיֵרָה,
Occupations,צוות,"crew, team, staff",Primary,צְוָת,
Occupations,משטרה,police,Primary,מִשְׁטָרָה,
Occupations,אמן,artist,Primary,אָמָן,
Occupations,מזכיר,secretary,Primary,מַזְכִּיר,
Occupations,צייר,painter,Primary,צַיֵּר,
Occupations,שופט,"judge, referee",Primary,שׁוֹפֵט,
Occupations,עורך דין,lawyer,Primary,עוֹרֵךְ דִּין,
Occupations,פועל,worker,Primary,פּוֹעֵל,
Occupations,שוטר,policeman,Primary,שׁוֹטֵר,
Occupations,קצין,officer,Primary,קָצִין,
Occupations,עיתונאי,journalist,Primary,עִתּוֹנָאִי,
Occupations,חייל,soldier,Primary,חַיָּל,
Occupations,קברניט,captain,Primary,קַבַּרְנִיט,
Occupations,בוס,boss,Primary,בּוֹס,
Occupations,שומר,guard,Primary,שׁוֹמֵר,
Occupations,שחקן,"actor, player",Primary,שָׁחַקָּן,
Occupations,התמחות,"internship, apprenticeship",Primary,הִתְמַחוּת,
Occupations,נהג,driver,Primary,נָהָג,
Occupations,טבח,cook,Primary,טַבָּח,
Occupations,מלצר,waiter,Primary,מַלְצָר,
Occupations,מהנדס,engineer,Primary,מְהַנְדֵּס,
Occupations,אדריכל,architect,Primary,אַדְרִיכָל,
Occupations,חקלאי,farmer,Primary,חַקְלָאִי,
Occupations,אכר,farmer,Secondary,אָכָר,
Conjunctions,אם,if,Primary,אִם,
Conjunctions,אבל,but,Primary,אֲבָל,
Conjunctions,כי,because,Primary,כִּי,
Conjunctions,עדיין,still,Primary,עַדַּיִין,
Conjunctions,גם,also,Primary,גַּם,
Conjunctions,אף על פי,even though,Primary,אַף עַל פִּי,
Conjunctions,למרות,despite,Primary,לְמָרוֹת,
Conjunctions,רק,only,Primary,רַק,
Conjunctions,כבר,already,Primary,כְּבָר,
Conjunctions,חוץ מ...,except for...,Primary,חוּץ מֵ,
Conjunctions,אפילו,even,Primary,אֲפִילּוּ,
Conjunctions,בזמן ש...,while,Secondary,בְּזָמַן שֶׁ,
Conjunctions,מתי ש...,when,Secondary,מָתַי שֶׁ,
Conjunctions,אז,so,Secondary,אָז,
Conjunctions,לכן,"so, that's why",Secondary,לָכֵן,
Conjunctions,כש...,when,Secondary,כְּשֶׁ,
Conjunctions,אחרי ש,after that,Secondary,אַחֲרֵי שֶׁ,
Conjunctions,אך,"but, however, nevertheless",Secondary,אַךְ,
Conjunctions,לפני ש,before that,Secondary,לִפְנֵי שֶׁ,
Conjunctions,אלא,"but, only, however",Secondary,אֶלָּא,
Conjunctions,אף,"also, even",Secondary,אַף,
Prepositions 2,בחוץ,outside,Primary,בַּחוּץ,
Prepositions 2,בפנים,inside,Primary,בַּפְּנִים,
Prepositions 2,מול,"across, against",Primary,מוּל,
Prepositions 2,בין,between,Primary,בֵּין,
Prepositions 2,אל,to,Primary,אֶל,
Prepositions 2,על,on,Primary,עַל,
Prepositions 2,לפני,before,Primary,לִפְנֵי,
Prepositions 2,אחרי,after,Primary,אַחֲרֵי,
Prepositions 2,בלי,without,Primary,בְּלִי,
Prepositions 2,נמצא,"to be found, present",Secondary,נִמְצָא,
Prepositions 2,אצל,"at, in the possession of",Secondary,אֵצֶל,
Prepositions 2,מאחורי,behind,Secondary,מֵאֲחוֹרֵי,
Prepositions 2,מתחת,below,Secondary,מִתַּחַת,
Prepositions 2,מעל,above,Secondary,מֵעַל,
Prepositions 2,אך ורק,only (stressed),Secondary,אַךְ וְרַק,
Posessives 2,לדיהם,Their generation,Tertiary,לְדוֹרָם,
Posessives 2,שמלתה,Her dress,Tertiary,שִׁמְלַתָּה,
Posessives 2,חולצתו,His shirt,Tertiary,חוֹלְצָתוֹ,
Posessives 2,כלבתה,Their female dog,Tertiary,כְּלַבְתָּה,
Posessives 2,מסעדתנו,Our restaurant,Tertiary,מִסְעָדָתֵנוּ,
Posessives 2,ילדתו,His daughter,Tertiary,יַלְדָּתוֹ,
Posessives 2,סוס,Horse,Tertiary,סוּס,
Posessives 2,כלבם,Their dog,Tertiary,כְּלַבָּם,
Posessives 2,אמי,My mother,Tertiary,אִמִּי,
Posessives 2,אביו,His father,Tertiary,אַבִּיו,
Posessives 2,ילדו,His child,Tertiary,יַלְדּוֹ,
Posessives 2,ילדותיו,His daughters,Tertiary,יַלְדוֹתָיו,
Posessives 2,ציפורים,Birds,Tertiary,צִפּוֹרִים,
Posessives 2,מסעדותיה,His restaurants,Tertiary,מִסְעָדוֹתָיו,
Posessives 2,חולצותיהם,Their shirts,Tertiary,חוֹלְצוֹתֵיהֶם,
Posessives 2,כלביהם,Their dogs,Tertiary,כְּלָבֵיהֶם,
Present 2,מבקש,"asks for, requests",Primary,מְבַקֵּשׁ,
Present 2,משלם,pays,Primary,מְשַׁלֵּם,
Present 2,מפספס,misses (not emotion),Primary,מְפַסְפֵּס,
Present 2,משחק,"plays, acts",Primary,מְשַׁחֵק,
Present 2,מספר,tells,Primary,מְסַפֵּר,
Present 2,מעצב,designs,Primary,מְעַצֵּב,
Present 2,משנה,changes,Primary,מְשַׁנֶּה,
Present 2,מנסה,tries,Primary,מְנַסֶּה,
Present 2,מקווה,hopes,Primary,מְקַוֶּה,
Present 2,מחפש,"searches, looking for",Primary,מְחַפֵּשׁ,
Present 2,מֵגדל,"grows, raises",Primary,מֵגְדֵּל,
Present 2,מסמן,signals,Primary,מְסַמֵּן,
Present 2,מאחל,wishes,Primary,מְאַחֵל,
Present 2,מערבב,"stirs, mixes",Primary,מְעָרֵבֵב,
Present 2,מכבד,respects,Primary,מְכַבֵּד,
Present 2,מסדר,"arranges, organizes",Primary,מְסַדֵּר,
Present 2,מייבש,dries,Primary,מֵיְבַשׁ,
Present 2,מחמם,heats up,Primary,מְחַמֵּם,
Present 2,מייבא,imports,Primary,מֵיְבָא,
Present 2,ממלא,fills,Primary,מְמַלֵּא,
Present 2,מבזבז,wastes,Primary,מְבַזְבֵּז,
Present 2,מבקר,visits,Primary,מְבַקֵּר,
Present 2,מקבל,receives,Primary,מְקַבֵּל,
Present 2,מרחם,pities,Primary,מֵרַחֵם,
Present 2,מקנא,is jealous of...,Primary,מְקַנֵּא,
Present 2,מטפס,climbs,Primary,מְטַפֵּס,
Present 2,מנצח,wins,Primary,מְנַצֵּח,
Present 2,מאמן,trains (someone),Primary,מְאַמֵּן,
Present 2,משקר,lies,Primary,מְשַׁקֵּר,
Present 2,מאחר,is running late,Primary,מְאַחֵר,
Present 2,מחכה,waits,Primary,מְחַכֶּה,
Present 2,מספק,satisfies,Primary,מְסַפֵּק,
Present 2,מסיים,finishes,Primary,מְסַיֵּם,
Present 2,משכנע,convinces,Primary,מְשַׁכְּנֵע,
Present 2,מאבד,loses,Primary,מְאַבֵּד,
Present 2,מצלם,"photographs, shoots",Primary,מְצַלֵּם,
Present 2,מאמץ,adopts,Primary,מְאַמֵּץ,
Present 2,מפחד,is scared of...,Primary,מְפַחֵד,
Present 2,מאשר,"approves, confirms",Primary,מְאַשֵּׁר,
Present 2,מגלה,discovers,Primary,מְגַלֶּה,
Present 2,מגלח,shaves,Primary,מְגַלֵּח,
Present 2,מחדש,renews,Primary,מְחַדֵּשׁ,
Present 2,מברך,"blesses, congratulates",Primary,מְבָרֵךְ,
Present 2,מתאר,describes,Primary,מְתַאֲר,
Present 2,מתקן,"fixes, repairs",Primary,מְתַקֵּן,
Dates and Time,יום,day,Primary,יוֹם,
Dates and Time,היום,today,Primary,הַיּוֹם,
Dates and Time,יום ראשון,Sunday,Primary,יוֹם רִאשׁוֹן,
Dates and Time,יום שני,Monday,Primary,יוֹם שֵׁנִי,
Dates and Time,יום שלישי,Tuesday,Primary,יוֹם שְׁלִישִׁי,
Dates and Time,יום רביעי,Wednesday,Primary,יוֹם רְבִיעִי,
Dates and Time,יום חמישי,Thursday,Primary,יוֹם חֲמִישִׁי,
Dates and Time,יום שישי,Friday,Primary,יוֹם שִׁישִׁי,
Dates and Time,שבת,"Saturday, Shabbat",Primary,שַׁבָּת,
Dates and Time,זמן,time,Primary,זְמַן,
Dates and Time,מחר,tomorrow,Primary,מָחָר,
Dates and Time,אחר הצהריים,afternoon,Primary,אַחַר הַצָּהֳרַיִם,
Dates and Time,שעה,hour,Primary,שָׁעָה,
Dates and Time,דקה,minute,Primary,דַּקָּה,
Dates and Time,שניה,second (time unit),Primary,שְׁנִיָּה,
Dates and Time,שבוע,week,Primary,שָׁבוּעַ,
Dates and Time,חודש,month,Primary,חוֹדֶשׁ,
Dates and Time,אתמול,yesterday,Primary,אֶתְמוּל,
Dates and Time,לוח שנה,calendar,Primary,לוּחַ שָׁנָה,
Dates and Time,תאריך,date,Primary,תַּאֲרִיךְ,
Dates and Time,ינואר,January,Primary,יָנוּאָר,
Dates and Time,פברואר,February,Primary,פְּבְרוּאָר,
Dates and Time,מרץ,March,Primary,מָרֵשׁ,
Dates and Time,אפריל,April,Primary,אַפְרִיל,
Dates and Time,מאי,May,Primary,מַאי,
Dates and Time,יוני,June,Primary,יוּנִי,
Dates and Time,יולי,July,Primary,יוּלִי,
Dates and Time,אוגוסט,August,Primary,אוּגוּסְט,
Dates and Time,ספטמבר,September,Primary,סֶפְטֶמְבֶּר,
Dates and Time,אוקטובר,October,Primary,אוֹקְטוֹבֶר,
Dates and Time,נובמבר,November,Primary,נוֹבֶמְבֶּר,
Dates and Time,דצמבר,December,Primary,דֶּצֶמְבֶּר,
Dates and Time,אביב,spring,Primary,אָבִיב,
Dates and Time,חורף,winter,Primary,חוֹרֵף,
Dates and Time,סתיו,"autumn, fall",Primary,סְתָיו,
Dates and Time,קיץ,summer,Primary,קַיִץ,
Dates and Time,עונה,season,Primary,עוֹנָה,
Dates and Time,חצות,midnight,Primary,חֲצוֹת,
Dates and Time,יום הולדת,birthday,Primary,יוֹם הֻלֶּדֶת,
Dates and Time,תקופה,period (time),Primary,תְּקוּפָה,
Dates and Time,רגע,moment,Primary,רֶגַע,
Dates and Time,אף פעם,never,Primary,אַף פַּעַם,
Dates and Time,קצת,a bit,Primary,קְצָת,
Dates and Time,עשור,decade,Primary,עֲשׂוֹר,
Dates and Time,עידן,era,Primary,עִידָּן,
Dates and Time,תמיד,always,Primary,תָּמִיד,
Dates and Time,גיל,age,Primary,גִּיל,
Dates and Time,דור,generation,Primary,דּוֹר,
Dates and Time,עכשיו,now,Primary,עַכְשָׁיו,
Dates and Time,מחרתיים,in two days,Primary,מָחֳרַתַּיִים,
Dates and Time,כיום,nowadays,Primary,כַּיּוֹם,
Dates and Time,שנתיים,two years,Primary,שְׁנָתַיִים,
Dates and Time,חודשיים,two months,Primary,חוֹדֶשַׁיִים,
Dates and Time,שבועיים,two weeks,Primary,שְׁבוּעַיִים,
Dates and Time,יומיים,two days,Primary,יוֹמַיִים,
Dates and Time,שעתיים,two hours,Primary,שָׁעָתַיִים,
Dates and Time,שלשום,the day before yesterday,Primary,שִׁלְשׁוֹם,
Dates and Time,הווה,present,Primary,הוֹוֶה,
Dates and Time,שנה,year,Secondary,שָׁנָה,
Dates and Time,הבאה,next,Secondary,הַבָּאָה,
Dates and Time,מאה,century,Secondary,מֵאָה,
Dates and Time,עד,till,Secondary,עַד,
Dates and Time,מסיבה,party,Secondary,מְסִיבָה,
Dates and Time,מהלך,"process, development",Secondary,מַהֲלָךְ,
Adjectives 2,עייף,tired,Primary,עָיֵף,
Adjectives 2,רגיל,"regular, ordinary",Primary,רְגִיל,
Adjectives 2,אמיתי,"real, true",Primary,אֱמִתִי,
Adjectives 2,מיוחד,special,Primary,מְיוּחָד,
Adjectives 2,זקן,old (people),Primary,זָקֵן,
Adjectives 2,צעיר,young,Primary,צָעִיר,
Adjectives 2,פתוח,open,Primary,פָּתוּחַ,
Adjectives 2,סגור,closed,Primary,סָגוּר,
Adjectives 2,נקי,clean,Primary,נָקִי,
Adjectives 2,מלוכלך,dirty,Primary,מְלוּכְלָךְ,
Adjectives 2,חשוב,important,Primary,חָשׁוּב,
Adjectives 2,מרכזי,central,Primary,מֶרְכָּזִי,
Adjectives 2,זול,cheap,Primary,זוֹל,
Adjectives 2,יקר,expensive,Primary,יָקָר,
Adjectives 2,חזק,strong,Primary,חָזָק,
Adjectives 2,חלש,weak,Primary,חָלָשׁ,
Adjectives 2,עני,poor,Primary,עָנִי,
Adjectives 2,עשיר,rich,Primary,עָשִׁיר,
Adjectives 2,אפשרי,possible,Primary,אֶפְשָׁרִי,
Adjectives 2,בלתי אפשרי,impossible,Primary,בִּלתִּי אֶפְשָׁרִי,
Adjectives 2,נהדר,"wonderful, great",Primary,נֶהְדָּר,
Adjectives 2,פרטי,private,Primary,פְּרָטִי,
Adjectives 2,חי,alive,Primary,חַי,
Adjectives 2,נחמד,nice,Primary,נֶחְמָד,
Adjectives 2,הכרחי,necessary,Primary,הֶכְרָחִי,
Adjectives 2,עצמאי,independent,Primary,עַצְמָאִי,
Adjectives 2,אחראי,responsible,Primary,אַחְרָאִי,
Adjectives 2,חופשי,free,Primary,חוֹפְשִׁי,
Adjectives 2,פשוט,simple,Primary,פָּשׁוּט,
Adjectives 2,מצוין,excellent,Primary,מְצוּיָן,
Adjectives 2,מגעיל,"disgusting, nasty",Primary,מְגַעֵיל,
Adjectives 2,מושלם,perfect,Primary,מוּשְׁלָם,
Adjectives 2,שגוי,incorrect,Primary,שְׁגוּי,
Adjectives 2,נכון,correct,Primary,נָכוֹן,
Adjectives 2,משעמם,boring,Primary,מְשַׁעְמֵם,
Adjectives 2,מעניין,interesting,Primary,מַעֲנִיֵּן,
Adjectives 2,רציני,serious,Primary,רַצִּינִי,
Adjectives 2,מפורסם,famous,Primary,מְפֹרָסֵם,
Adjectives 2,שלילי,negative,Primary,שְׁלִילִי,
Adjectives 2,חיובי,positive,Primary,חַיּוּבִי,
Adjectives 2,קשה,"hard, difficult",Primary,קָשֶׁה,
Adjectives 2,קל,"light, easy",Primary,קָל,
Adjectives 2,יעיל,efficient,Primary,יָעִיל,
Adjectives 2,נוח,comfortable,Primary,נוֹחַ,
Adjectives 2,מקצועי,professional,Primary,מִקְצוֹעִי,
Adjectives 2,צבאי,military (adj.),Primary,צְבָאִי,
Adjectives 2,מוכר,familiar,Primary,מוּכָּר,
Adjectives 2,רזה,thin,Primary,רָזֶה,
Adjectives 2,שמן,fat,Primary,שָׁמֵן,
Adjectives 2,רבות,many,Secondary,רַבּוֹת,
Adverbs,שם,there (location),Primary,שָׁם,
Adverbs,פה,here (location),Primary,פֹּה,
Adverbs,מאוד,very,Primary,מְאוֹד,
Adverbs,עוד,more,Primary,עוֹד,
Adverbs,כמו,"like, as",Primary,כְּמוֹ,
Adverbs,פעם,"once, one time",Primary,פַּעַם,
Adverbs,כאן,here (location),Primary,כָּאן,
Adverbs,די,enough,Primary,דַּי,
Adverbs,לעיתים קרובות,"often, frequently",Primary,לְעִתִּים קְרוֹבוֹת,
Adverbs,לעיתים רחוקות,"rarely, infrequently",Primary,לְעִתִּים רְחוֹקוֹת,
Adverbs,בכל זאת,anyway,Primary,בְּכָל זֹאת,
Adverbs,באמת,"really, truly",Primary,בֶּאֱמֶת,
Adverbs,שוב,again,Primary,שׁוּב,
Adverbs,לפעמים,sometimes,Primary,לְפַעֲמַיִם,
Adverbs,לפחות,at least,Primary,לְפָחוֹת,
Adverbs,כמו תמיד,as always,Primary,כְּמוֹ תָּמִיד,
Adverbs,אחרת,"differently, otherwise",Primary,אַחֲרֵת,
Adverbs,בכל אופן,anyway,Primary,בְּכָל אוֹפֶן,
Adverbs,לבד,alone,Primary,לְבַד,
Adverbs,בעיקר,"mostly, mainly",Primary,בְּעִיקָר,
Adverbs,אחר כך,"later, afterwards",Primary,אַחַר כָּךְ,
Adverbs,בדרך כלל,"usually, normally",Primary,בְּדֶרֶךְ כְּלָל,
Adverbs,מספיק,enough,Primary,מַסְפִּיק,
Adverbs,בקרוב,soon,Primary,בְּקָרוֹב,
Adverbs,בינתיים,in the meanwhile,Primary,בֵּינַתַּיִים,
Adverbs,כמעט,"almost, nearly",Primary,כִּמְעָט,
Adverbs,מאוחר,late,Primary,מְאוּחָר,
Adverbs,מוקדם,early,Primary,מוּקְדָּם,
Adverbs,במיוחד,especially,Primary,בְּמִיוּחָד,
Adverbs,סוף סוף,finally,Primary,סוֹף סוֹף,
Adverbs,לא בהכרח,not necessarily,Primary,לֹא בֶּהֶכְרָח,
Adverbs,בערך,"approximately, sort of, roughly",Primary,בְּעֵרֶךְ,
Adverbs,בדיוק,exactly,Primary,בְּדִיּוּק,
Adverbs,בקלות,easily,Primary,בִּקָּלוּת,
Adverbs,לגמרי,"completely, entirely",Primary,לְגַמְרֵי,
Adverbs,בקושי,"hardly, barely",Primary,בְּקוּשִׁי,
Adverbs,לאו דווקא,not necessarily,Primary,לֹאו דַּוַּקָּא,
Adverbs,באופן כללי,"in general, generally",Primary,בְּאוֹפֶן כְּלָלִי,
Adverbs,סביר להניח,"probably, safe to assume",Primary,סָבִיר לְהַנִּיחַ,
Adverbs,בכל מקום,everywhere,Primary,בְּכָל מָקוֹם,
Adverbs,מיד,immediately,Primary,מִיָּד,
Adverbs,ביחד,together,Primary,בְּיָחַד,
Adverbs,כל כך,so (much/many),Primary,כֹּל כָּךְ,
Adverbs,בהחלט,"definitely, certainly",Primary,בֶּהָחְלָט,
Adverbs,לאחרונה,"lately, recently",Primary,לְאַחֲרוֹנָה,
Adverbs,ממש,"really, very",Secondary,מַמָּשׁ,
Adverbs,הרחק,far away,Secondary,הַרְחֵק,
Adverbs,כרגע,just now,Secondary,כַּרְגָּע,
Adverbs,משך,duration,Secondary,מֶשֶׁךְ,
Adverbs,ברור,clearly,Secondary,בָּרוּר,
Adverbs,לאט,slowly,Secondary,לְאַט,
Adverbs,מהר,quickly,Secondary,מַהֵר,
Adverbs,אופן,"method, mode",Secondary,אוֹפֶן,
Family,בן,son,Primary,בֵּן,
Family,בת,daughter,Primary,בַּת,
Family,אח,brother,Primary,אָח,
Family,אחות,sister,Primary,אָחוֹת,
Family,אחים,brothers,Primary,אַחִים,
Family,אחיות,sisters,Primary,אַחְיוֹת,
Family,משפחה,family,Primary,מִשְׁפָּחָה,
Family,הורה,parent,Primary,הוֹרֶה,
Family,בעל,husband,Primary,בַּעַל,
Family,אישה,wife,Primary,אִשָּׁה,
Family,שם משפחה,surname,Primary,שֵׁם מִשְׁפָּחָה,
Family,שם פרטי,first name,Primary,שֵׁם פְּרָטִי,
Family,נישואין,marriage,Primary,נִשּׁוּאִים,
Family,סבא,grandfather,Primary,סַבָּא,
Family,סבתא,grandmother,Primary,סַבְתָּא,
Family,נכד,grandson,Primary,נֶכֶד,
Family,נכדה,granddaughter,Primary,נֶכְדָּה,
Family,חתונה,wedding,Primary,חֲתוּנָה,
Family,דוד,uncle,Primary,דּוֹד,
Family,דודה,aunt,Primary,דּוֹדָה,
Family,בן דוד,cousin (m),Primary,בֶּן דוֹד,
Family,בת דודה,cousin (f),Primary,בַּת דּוֹדָה,
Family,כלה,bride,Primary,כַּלָּה,
Family,חתן,groom,Primary,חָתָן,
Family,בן זוג,partner (m),Primary,בֶּן זוּג,
Family,בת זוג,partner (f),Primary,בַּת זוּג,
Family,אחיין,nephew,Primary,אַחְיָן,
Family,אחיינית,niece,Primary,אַחְיָינִית,
Family,תינוק,baby,Primary,תִּינוֹק,
Family,חיים,life,Primary,חַיִּים,
Home,בית,"house, home",Primary,בַּיִת,
Home,מפתח,key,Primary,מַפְתֵּחַ,
Home,מיטה,bed,Primary,מִיטָה,
Home,ספה,"sofa, couch",Primary,סָפָה,
Home,כיסא,chair,Primary,כִּסֵּא,
Home,שולחן,table,Primary,שֻׁלְחָן,
Home,שירותים,toilet,Primary,שִׁירוּתִים,
Home,מדרגות,stairs,Primary,מַדְרֵגוֹת,
Home,חלון,window,Primary,חַלּוֹן,
Home,דירה,apartment,Primary,דִּירָה,
Home,דלת,door,Primary,דֶּלֶת,
Home,אמבטיה,"bath, bathtub",Primary,אַמְבַּטִּיה,
Home,חדר,room,Primary,חֵדֶר,
Home,מזגן,air-conditioner,Primary,מַזְגֵּן,
Home,צעצוע,toy,Primary,צַעֲצוּעַ,
Home,אור,light,Primary,אוֹר,
Home,מנורה,lamp,Primary,מְנוֹרָה,
Home,גג,roof,Primary,גַּג,
Home,דוד,boiler,Primary,דוּד,
Home,בניין,building,Primary,בִּנְיָן,
Home,קיר,wall,Primary,קִיר,
Home,חדר שינה,bedroom,Primary,חֲדַר שֵׁינָה,
Home,מרפסת,"balcony, porch",Primary,מִרְפֶּסֶת,
Home,מרתף,basement,Primary,מַרְתֵּף,
Home,שער,gate,Primary,שַׁעַר,
Home,כלי עבודה,"tool, instrument",Primary,כְּלִי עֲבוֹדָה,
Home,מראה,mirror,Primary,מַרְאָה,
Home,רהיט,a piece of furniture,Primary,רָהִיט,
Home,כתובת,address,Primary,כְּתוּבָת,
Home,סלון,"living room, lounge",Primary,סָלוֹן,
Home,מכשיר,"appliance, instrument",Primary,מַכְּשִׁיר,
Home,רצפה,floor,Primary,רִצְפָּה,
Home,שטיח,carpet,Primary,שָׁטִיחַ,
Home,תקרה,ceiling,Primary,תִּקְרָה,
Home,עליית גג,attic,Primary,עֲלִיַּת גַּג,
Home,חדר אורחים,"guest room, lounge",Primary,חֲדַר אוֹרְחִים,
Home,חדר אוכל,dining room,Primary,חֲדַר אוֹכֶל,
Home,וילון,curtain,Primary,וִילוֹן,
Home,ארון,"closet, cupboard",Primary,אָרוֹן,
Home,כרית,pillow,Primary,כָּרִית,
Home,שמיכה,"blanket, quilt",Primary,שְׁמִיכָה,
Home,שואב אבק,vacuum (cleaner),Primary,שׁוֹאֵב אָבָק,
Home,כלים,"dishes, instruments, tools",Primary,כֵּלִים,
Home,ברז,"tap, faucet",Primary,בֶּרֶז,
Home,כיור,sink,Primary,כִּיוֹר,
Home,סמרטוט,rag,Primary,סַמַּרְטוּט,
Home,גינה,garden,Primary,גִּינָה,
Home,חצר,yard,Primary,חָצֵר,
Home,כביסה,laundry,Primary,כְּבִיסָה,
Home,מכונת כביסה,washing machine,Primary,מַכּוֹנַת כְּבִיסָה,
Home,שכן,neighbor,Primary,שָׁכֵן,
Home,מקלט,shelter,Primary,מִקְלֶט,
Home,מטאטא,broom,Primary,מְטַאְטַא,
Home,אשפה,"garbage, rubbish",Primary,אַשְׁפָּה,
Home,מקרר,refrigerator,Primary,מַקְרֵר,
Home,מעלית,"elevator, lift",Primary,מַעֲלִית,
Home,לנקות,to clean,Secondary,לְנַקוֹת,
Home,לעבור,to pass,Secondary,לַעֲבוֹר,
Home,לשאוב,"to pump, to vacuum",Secondary,לִשְׁאוֹב,
Home,לשוטפ,"wash, clean, rinse",Secondary,לְשׁוֹטֵף,
Construct State 1,בקבוק מים,bottle of water,Primary,בַּקְבּוּק מַיִם,
Construct State 1,בקבוק יין,bottle of wine,Primary,בַּקְבּוּק יַיִן,
Construct State 1,מיץ תפוזים,orange juice,Primary,מִיץ תַּפּוּזִים,
Construct State 1,חדר אורחים,guest room,Primary,חֲדַר אוֹרְחִים,
Construct State 1,חדר אוכל,dining room,Primary,חֲדַר אוֹכֶל,
Construct State 1,עוגת שוקולד,chocolate cake,Primary,עוּגַת שׁוֹקוֹלָד,
Construct State 1,עוגת גבינה,cheese cake,Primary,עוּגַת גְּבִינָה,
Construct State 1,מכונת כביסה,washing machine,Primary,מְכוֹנַת כְּבִיסָה,
Construct State 1,ארוחת בוקר,breakfast,Primary,אֲרוּחַת בּוֹקֶר,
Construct State 1,ארוחת צהריים,lunch,Primary,אֲרוּחַת צָהֳרַיִם,
Construct State 1,ארוחת ערב,dinner,Primary,אֲרוּחַת עֶרֶב,
Construct State 1,בית קפה,"coffee shop, café",Primary,בֵּית קָפֶּה,
Construct State 1,בית ספר,school,Primary,בֵּית סֵפֶר,
Construct State 1,בית כנסת,synagogue,Primary,בֵּית כְּנֶסֶת,
Construct State 1,בית מלון,hotel,Primary,בֵּית מַלוֹן,
Construct State 1,בית חולים,hospital,Primary,בֵּית חוֹלִים,
Construct State 1,בית משפט,court,Primary,בֵּית מִשְׁפָּט,
Weather,מזג אוויר,weather,Primary,מֵזֶג אֲוִיר,
Infinitives 1,לכתוב,to write ,Tertiary,לִכְתּוֹב,
Infinitives 1,ללכת,"to walk, go ",Tertiary,לָלֶכֶת,
Infinitives 1,לשחות,to swim ,Tertiary,לִשְׁחוֹת,
Infinitives 1,להיות,to be ,Tertiary,לִהְיוֹת,
Infinitives 1,לראות,to see ,Tertiary,לִרְאוֹת,
Infinitives 1,לבשל,"to cook, boil ",Tertiary,לְבַשֵּׁל,
Infinitives 1,לישון,to sleep ,Tertiary,לִישׁוֹן,
Infinitives 1,לרוץ,to run ,Tertiary,לָרוּץ,
Infinitives 1,לשלם,to pay ,Tertiary,לִשְׁלֵם,
Infinitives 1,לתת,"to give, allow ",Tertiary,לָתֵת,
Infinitives 1,לעשות,"to do, make, create ",Tertiary,לַעֲשׂוֹת,
Infinitives 1,לדבר,"to talk, speak ",Tertiary,לְדַבֵּר,
Infinitives 1,להגיד,"to tell, say ",Tertiary,לְהַגִּיד,
Infinitives 1,לשחק,to play ,Tertiary,לִשְׁחַק,
Infinitives 1,לשתות,to drink ,Tertiary,לִשְׁתוֹת,
Infinitives 1,לסגור,"to close, shut, turn off ",Tertiary,לִסְגוֹר,
Infinitives 1,לפתוח,"to open, unlock, turn on ",Tertiary,לִפְתוֹחַ,
Infinitives 1,לשמוע,"to hear, listen ",Tertiary,לִשְׁמוֹעַ,
Infinitives 1,לגעת )ב-(,to touch ,Tertiary,לִגַּעַת בְּ,
